gid,fna,lat,long
4534,Cementerio de Pinamar,-37.11711071299993,-56.89551138699994
4535,Cementerio de Villa Atamisqui,-28.504620856999964,-63.82612295599995
4536,Cementerio de Bovril,-31.346267258999944,-59.450718079999945
4537,Cementerio de Alcaraz,-31.45993417799997,-59.60491738799993
4538,Cementerio Privado Parque Colonial,-31.261588925999945,-61.51915950399996
4539,Cementerio de La Cañada,-27.716345969999963,-63.78505877799995
4540,,-38.07000589499995,-67.86094662699998
4541,Cementerio Municipal de General Paz,-35.530585892999966,-58.34747277799994
4542,Cementerio de Villa Domínguez,-31.974725133999982,-58.966449377999936
4543,Cementerio de Aldea Valle María,-31.98476724099993,-60.587369414999955
4544,Cementerio de Ataliva Roca,-37.02328378699997,-64.29197368999996
4545,,-37.92204091699995,-62.92473405099997
4546,,-34.23121549499996,-61.11364218699998
4547,Cementerio Municipal de Baigorrita,-34.75849243399995,-60.997085596999966
4548,Cementerio de Pilar,-31.68549636299997,-63.863961106999966
4549,Cementerio de General Mansilla,-35.07028825599997,-57.75137610999997
4550,,-32.02003193199994,-65.03763421499997
4551,Cementerio de Colonia Cello,-31.42288852799993,-61.85659599099995
4552,Cementerio de Palacios,-30.714262075999955,-61.60900600999997
4553,Cementerio de Arizona,-35.71198554999995,-65.33836689999998
4554,,-34.62884649999995,-59.895921649999934
4555,Cementerio de Las Chacras,-32.56179867599997,-65.77835089699994
4556,Cementerio de Carolina,-32.81596360699996,-66.09346951599997
4557,,-33.01595487599997,-66.29263523999998
4558,Cementerio de San Francisco de Monte de Oro,-32.61715990299996,-66.11966332299994
4559,Cementerio de Leandro N. Alem,-32.48168325499995,-66.06271803699997
4560,Cementerio de Sagrada Familia,-31.29450030299995,-63.44684219299995
4561,,-35.84179679999994,-62.51238749999993
4562,Cementerio de Del Carril,-35.51641984299994,-59.52724612299994
4563,,-35.08726164299998,-61.52468057699997
4564,Cementerio de Cafarreño,-28.962002499999983,-58.866652199999976
4565,,-29.05935569999997,-58.936514399999965
4566,,-27.199520716999928,-55.08395544199993
4567,,-38.02115230099997,-62.83103833299998
4568,Cementerio de San Antonio,-27.512140990999967,-56.76029210199994
4569,,-35.68471890199993,-58.95374062899998
4570,Cementerio Municipal Hipólito Yrigoyen,-36.31786804999996,-61.72614809999993
4571,Cementerio Municipal de Leandro N. Alem,-34.518155183999966,-61.41127084599998
4572,Cementerio de Río Colorado,-39.01527707899993,-64.07362045699995
4575,Cementerio de Famatina,-28.917007872999932,-67.51574680299996
4576,Cementerio de Salavina,-28.809203906999983,-63.42320681699994
4577,Cementerio de Villa Sanagasta,-29.280417736999937,-67.01066418499994
4578,Cementerio de San Antonio,-31.086934175999943,-66.73650322799995
4579,Cementerio de Santa Ana,-28.385838186999933,-61.877520653999966
4580,Cementerio de Villa Minetti,-28.625017458999935,-61.633600797999975
4581,Cementerio de La Nueva Donosa,-27.43880594199993,-64.94596151199994
4582,Cementerio de Vinará,-27.38251143399998,-64.78489110399994
4583,Cementerio de Villa Río Hondo,-27.615191675999938,-64.92203005099998
4584,Cementerio Parque El Salvador,-26.76121888399996,-65.16787317599994
4585,Cementerio Jardín del Cielo,-26.82574784199994,-65.14483796499997
4586,Cementerio El Cochuchal,-26.822813398999983,-65.11290948499993
4587,Cementerio Israelita,-26.800478023999972,-65.18853638199994
4588,Cementerio Parque del Recuerdo,-26.74326025099998,-65.21623368999997
4589,Cementerio Parque San Antonio de Padua,-26.75203986599996,-65.25026028399998
4590,Cementerio Islámico,-26.80760018099994,-65.30577759499994
4591,Cementerio de Yerba Buena,-26.806266446999928,-65.30530337799996
4592,Cementerio Parque Sereno,-26.75932729999994,-65.26183730399998
4593,Cementerio Parque de La Paz,-26.83510429599994,-65.29937621299996
4594,Cementerio de San Agustín,-26.813356411999962,-65.31818390399997
4595,Cementerio del Oeste,-26.824585027999944,-65.22408809699994
4596,Cementerio del Ojo de Agua,-26.88543195099993,-65.70942857599994
4597,,-26.29739306299996,-64.79203502599995
4598,Cementerio Potrero Grande,-26.46746892699997,-65.54229525399995
4599,Cementerio de Amaicha del Valle,-26.597329144999946,-65.92511215699994
4600,,-26.610320910999974,-65.05172359699998
4601,,-26.614950501999942,-65.27934954199998
4602,Cementerio de Villa Benjamín Aráoz,-26.560704888999965,-64.81893884699997
4603,Cementerio de Garmendia,-26.56343054299998,-64.57419985999996
4604,,-26.389028034999967,-64.69459593999994
4605,,-26.43791028499993,-64.73390281899998
4606,,-26.44546575299995,-64.97338119199998
4607,,-26.693624565999983,-64.75051210799995
4608,,-26.69095173599993,-64.66589756899998
4609,Cementerio de Piedrabuena,-26.720438899999976,-64.63773400999997
4610,,-26.978098649999936,-64.89563841099994
4611,Cementerio de Las Cajas,-26.884267613999953,-64.75234725299998
4612,Cementerio de La Ramada,-26.68678991799993,-64.96138345199995
4613,Cementerio de Isca Yacu Semaul,-27.04781262299997,-64.59410557699994
4614,,-27.133183033999956,-64.81510890299995
4615,,-27.102830387999973,-64.88608064199997
4616,,-27.15417118299996,-64.92388387699998
4617,Cementerio de Pozuelos,-27.311079247999942,-64.76529171699997
4618,Cementerio de Lamadrid,-27.63060864499994,-65.22786778099999
4619,Cementerio Monteagudo,-27.50359696199996,-65.28188028899996
4620,Cementerio de Villa Chicligasta,-27.432173019999937,-65.16306809299994
4621,Cementerio de Santa Cruz,-27.388146305999953,-65.46114793999993
4622,Cementerio Graneros,-27.640610962999972,-65.44066598799998
4623,Cementerio de Los Varela,-27.938368390999983,-65.87201450299995
4629,Cementerio Taco Ralo,-27.835513703999936,-65.18158674399996
4630,Cementerio Árboles Grandes,-27.681492632999948,-65.01037594599995
4631,Antiguo Cementerio Taco Ralo,-27.865196947999948,-65.24744939399994
4632,Cementerio de Ovejería,-26.270884706999936,-66.20297122099998
4633,Cementerio de Toroyacu,-26.502724161999936,-66.27178121699995
4634,,-27.029762819999974,-65.15280174099996
4635,Cementerio de Los Puestos,-27.28558488799996,-65.00580557099994
4636,Cementerio Romera Pozo,-27.117944097999953,-65.17558429499996
4637,,-27.08417876799996,-65.26650333999999
4638,Cementerio de Santa Rosa de Leales,-27.147168826999973,-65.24645189199998
4639,,-27.179563646999952,-65.29806642299997
4640,Cementerio de Bella Vista,-27.038088762999962,-65.29863258099994
4641,Cementerio de Famaillá,-27.059964761999936,-65.39850278699998
4642,Cementerio Árabe,-27.160123840999972,-65.49582854299996
4643,,-27.150939738999966,-65.36587025199998
4644,,-27.31602437999993,-65.21217416499996
4645,Cementerio de Acheral,-27.113526143999934,-65.46256145999996
4646,Cementerio Parque de las Rosas,-27.38376757499998,-65.59289210399999
4647,Cementerio de Alberdi,-27.58370662899995,-65.63116463499995
4648,Cementerio de Villa Robles,-27.92217513299994,-64.10990338999994
4649,Cementerio Privado Parque de la Paz,-27.847686290999945,-64.22981689099998
4650,Cementerio Jardín Parque El Descanso,-27.927034419999984,-64.22732115899998
4651,Cementerio de La Florida,-27.858088237999937,-64.12238854699996
4652,Cementerio de Vilmer,-27.77709528099996,-64.16212215599995
4653,Cementerio Suri Pozo,-27.75658058399995,-64.11602417499995
4654,Cementerio de La Banda,-27.739614159999974,-64.23353585099994
4655,Cementerio Privado,-27.763374230999943,-64.23010114899995
4656,Cementerio Parque Iraola,-34.804247104999945,-58.17138008799998
4657,Cementerio de La Quesera,-24.467656398999964,-65.96674398999994
4658,Cementerio de Santa Rosa de Tastil,-24.44929065799994,-65.95480785299998
4659,Cementerio de Gobernador Manuel Solá,-24.610740693999958,-65.82734547599995
4660,Cementerio de San Bernardo de las Zorras,-24.424502987999972,-65.82709345199999
4661,Cementerio de Nazareno,-22.508814316999974,-65.10323386799996
4662,Cementerio de Poscaya,-22.45788426599995,-65.08385360299997
4663,Cementerio de San Francisco,-22.414092925999967,-65.25675563799996
4664,Cementerio Privado Parque San Pablo,-24.623762563999946,-65.07306019899994
4665,Cementerio Privado Jardín de Paz,-24.62638802099997,-65.39350336599995
4666,Cementerio de Urundel,-23.56399108599993,-64.39846052299998
4667,Cementerio de Cobres,-23.65181427999994,-66.28515400099997
4668,Cementerio de Río Blanquito,-23.191840420999938,-64.69606487399994
4669,Cementerio de San Antonio de los Cobres,-24.20944454199997,-66.32385895799996
4670,Cementerio de Piscuno,-24.07160810499994,-66.09811671199998
4671,Cementerio de Puesto Chico,-24.242766377999942,-66.03582435199996
4672,Cementerio de Los Pérez,-26.797672985999952,-64.90611441599998
4673,Cementerio de Santa Ana,-27.456646366999962,-65.66262769799994
4674,Cementerio de Villa Belgrano,-27.529959400999928,-65.62681701599996
4675,Cementerio La Piedad,-27.79549224799996,-64.28900810899995
4676,Cementerio de Potrerillos,-23.897188055999948,-66.23030786699996
4677,Cementerio de Apolinario Saravia,-24.44358023799998,-64.00152205399996
4678,Cementerio de Coronel Mollinedo,-24.537878717999945,-64.09324568199997
4679,Cementerio de Paraje Las Lomitas,-24.139719060999937,-66.71665629299997
4680,Cementerio de Pueblo Viejo,-24.042630969999948,-65.87906312999996
4681,Cementerio de Tres Cruces,-24.147354573999962,-65.86492650099996
4682,Cementerio de Finca El Toro,-24.185279564999973,-65.86993442099998
4683,Cementerio de Río Grande,-22.87222673599996,-65.21235589399998
4684,Cementerio de Pueblo Viejo,-22.843540212999983,-65.21183625599997
4685,Cementerio de Iruya,-22.79242937099997,-65.22075394899997
4686,Cementerio de San Juan,-22.726335330999973,-65.23153232699997
4687,Cementerio de la Recoleta,-34.587601518999975,-58.39344116899997
4688,Cementerio de San José de Flores,-34.64811794599996,-58.45288021799996
4689,Cementerio Parque,-37.158650326999975,-58.50563078899995
4690,Cementerio de Cueva Colorada,-23.053165578999938,-65.57095989999993
4691,Cementerio de Abralaite,-23.167634161999956,-65.79501918199998
4692,Cementerio de Chalicán,-24.067729670999938,-64.80151648199995
4693,Cementerio de El Fuerte,-24.262551679999945,-64.41653944399997
4694,Cementerio de El Carmen,-24.396765571999936,-65.26502820799993
4695,Cementerio de Huacalera,-23.43750906799994,-65.35770699399995
4696,Cementerio de El Talar,-23.578407028999948,-64.37466584399994
4697,Cementerio de Comunidad Aborigen Quirquinchos,-22.108112851999977,-65.36777825999997
4698,Cementerio de Inti Cancha,-22.157049239999935,-65.27170559899997
4699,Cementerio de Agua Chica,-22.283511187999977,-65.31483424199996
4700,Cementerio de Olaroz Chico,-23.39334973299998,-66.80484975399997
5902,Cementerio Mapuche,-38.88205350099997,-71.17390182299994
4701,Cementerio de Huancar,-23.561130995999974,-66.40922871499998
4702,Cementerio de Oratorio,-22.101672355999938,-66.13717430399998
4703,Cementerio de Mina Pumahuasi,-22.23981346399995,-65.60673249899997
4704,Cementerio de La Quiaca,-22.111535911999965,-65.60090491799997
4705,Cementerio de Barrios,-22.25009141199996,-65.52653629599996
4706,Cementerio de Cara Cara,-22.321035156999983,-65.64686508599993
4707,Cementerio de Abra Colorada,-22.33073014799993,-65.82641510899998
4708,Cementerio de Lagunillas del Farallón,-22.485477755999966,-66.62076959999996
4709,Cementerio de Ciénaga Grande,-22.461867172999973,-66.06552661999996
4710,Cementerio de Loma Blanca,-22.466195114999948,-66.48415336499994
4711,Cementerio de Cangrejillos,-22.42523923699997,-65.57938867599995
4712,Cementerio de La Intermedia,-22.42818312099996,-65.70380577599997
4713,Cementerio de Chocoite,-22.376276839999946,-65.77300022899993
4714,Cementerio de La Pulpera,-22.365193878999946,-65.59176143999997
4715,Cementerio de Catua,-23.855968381999958,-67.00120240399997
4716,Cementerio de Ocloyas,-23.943213442999934,-65.23228286099999
4717,Cementerio de El Porvenir,-23.820945381999934,-65.49419996299997
4718,Cementerio de Lipán,-23.888695629999972,-65.99167450299996
4719,Cementerio de Cardonal,-23.33008998699995,-65.43627053799997
4720,Cementerio de Coraya,-23.163148600999932,-65.44311200699997
4721,Cementerio de Cianzo,-23.17801779499996,-65.16449696399997
4722,Cementerio de Ocumazo,-23.241352132999964,-65.27674111199997
4724,Cementerio de El Cucho,-24.101314032999937,-65.20556757299994
4725,Cementerio de Las Capillas,-24.09171841799997,-65.14282774099996
4726,Cementerio de Las Escaleras,-24.11076260599998,-65.13588367699998
4727,Cementerio de La Cueva,-22.92453850399994,-65.36550228499993
4728,Cementerio de Hipólito Yrigoyen (Estación Iturbe),-22.974066981999954,-65.35706174599994
4729,Cementerio de Chaupi Rodeo,-22.93164091799997,-65.30270382399993
4730,Cementerio de Cóndor,-22.911300564999976,-65.28793253999999
4731,Cementerio de Miyuyoc,-22.85004667499993,-65.29560564199994
4734,Cementerio Británico,-34.78915007599994,-58.438270011999975
4735,Cementerio Asociación Israelita Sefardí Argentina de Beneficiencia,-34.62159824499997,-58.54760634399997
4736,Cementerio de Ezpeleta,-34.74380465699994,-58.22528527999998
4737,Cementerio de Ciudad de San Lorenzo,-32.74634475599993,-60.76309023699997
4738,Cementerio de Olivos,-34.51645799499994,-58.50817501599994
4739,Cementerio de Norberto de la Riestra,-35.27521408399997,-59.785928645999945
4740,Cementerio de Cafayate,-26.073053511999944,-65.98834795799996
4741,Cementerio de Nuevo Concordia,-31.384981951999976,-58.03522819999995
4742,Cementerio de Itquín,-28.31109463599995,-66.14504094999995
4743,Cementerio de la Loma,-38.029927139999984,-57.539869023999984
4744,Cementerio de Malargüe,-35.49039693699996,-69.58423000899995
4745,Cementerio de Margarita Belén,-27.25836203999995,-58.97694172699994
4746,Cementerio de Charadai,-27.661689121999927,-59.87206468599999
4747,Cementerio de Cote Lai,-27.52842063099996,-59.58206791799995
4748,Cementerio de La Verde,-27.12954913899995,-59.37022943499994
4749,Cementerio de Coronel Du Graty,-27.68948041899995,-60.89104034099995
4750,Cementerio de Maco,-27.850315956999964,-64.22557134299996
4751,Cementerio de El Zanjón,-27.874302735999947,-64.26116587899998
4752,Cementerio de Las Garcitas,-26.60552897599996,-59.79856736099998
4753,Cementerio de Fiambalá,-27.718847883999956,-67.63279290699995
4754,Cementerio de Londres,-27.72867813099998,-67.14485917899998
4755,Cementerio de Laguna Limpia,-26.496868707999965,-59.67201807999999
4756,Cementerio de Las Palmas,-27.062057394999954,-58.68015498799997
4757,Cementerio de General Vedia,-26.91071147799994,-58.63979774699993
4758,Cementerio de Chorotis,-27.911426206999977,-61.40762857499993
4759,Cementerio de Hermoso Campo,-27.61188845099997,-61.33667678599994
4760,Cementerio de Gancedo,-27.481599539999934,-61.65982840899994
4761,Cementerio de La Clotilde,-27.175411977999943,-60.643382945999974
4762,Cementerio de Juan José Castelli,-25.939433769999937,-60.60574131899995
4763,Cementerio de Amboy,-32.177766807999944,-64.57167221299994
4764,Cementerio de Las Breñas,-27.091081850999956,-61.064713935999976
4765,Cementerio de Concepción del Bermejo,-26.608575436999956,-60.933269408999934
4766,Cementerio de Ballesteros,-32.55629194299996,-62.97841603899997
4767,Cementerio de Colón,-32.236832782999954,-58.154141540999944
4768,Cementerio de Anillaco,-28.813190626999983,-66.93409859499997
4769,Cementerio de Colonia San Miguel de Arcángel,-37.450256456999966,-63.11121899099999
4770,Cementerio de General Pico,-35.64495234899994,-63.77720914599996
4771,Cementerio de Fernández,-27.93827083399998,-63.91322287299994
4772,Cementerio de Alejandra,-29.91354339999998,-59.83234784999996
4773,Cementerio de Alejo Ledesma,-33.61115570399994,-62.633082366999986
4774,Cementerio de Noetinger,-32.36523377299994,-62.33617763799998
4775,Cementerio de Los Antiguos,-46.55368450199995,-71.61802403599995
4776,Cementerio de La Paquita,-30.90173181299997,-62.201535812999964
4777,Cementerio de Las Corzuelas,-31.248151551999968,-64.25312642299997
4778,Cementerio de Joaquín V. González,-25.126059563999945,-64.13325181499994
4779,Cementerio de Clorinda,-25.284158296999976,-57.72856709599995
4780,Cementerio de Monte Maíz,-33.210438099999976,-62.582014749999985
4781,Cementerio de Loro Huasi,-26.734132342999942,-66.04912525399993
4782,Cementerio de Chumbicha,-28.85064626099995,-66.22358385899997
4783,Cementerio de El Pajonal,-28.36949414999998,-66.29741869999998
4784,Cementerio de Aldea Protestante,-32.028604033999954,-60.564957292999964
4785,Cementerio de Ingeniero Forres,-27.86575731599993,-63.966201154999965
4786,Cementerio de Añatuya,-28.463764599999934,-62.84369049999998
4787,Cementerio de Famatanca,-26.77018945599997,-66.08455767599997
4788,Cementerio de Fortín Olavarría,-35.71620274999998,-63.00098559999998
4789,Cementerio de Aguilares,-27.42975302399998,-65.60758230599998
4790,Cementerio Antiguos Pobladores de Ushuaia,-54.810433082999964,-68.31947072899999
4791,Cementerio de Chabás,-33.25229726899994,-61.372902203999956
4792,Cementerio de Armstrong,-32.796609788999945,-61.55018641999993
4793,Cementerio de Estación Atamisqui,-28.498425849999933,-63.93277264999995
4794,Cementerio de Firmat,-33.46175362399998,-61.47448853499998
4795,Cementerio de La Toma,-33.05013596799995,-65.60964281499997
4796,Cementerio de Mártires,-27.427594730999942,-55.410810294999976
4797,Cementerio de Cosquín,-31.238709220999965,-64.47458987399995
4798,Cementerio de La Cruz,-32.30274342499996,-64.49161072499999
4799,Cementerio de Arroyo Seco,-33.16166978999996,-60.48809636599998
4800,Cementerio de Alcorta,-33.539845868999976,-61.134268185999986
4801,Cementerio de Lazzarino,-34.15916678499997,-62.43542394599996
4802,Cementerio de Balnearia,-31.024295481999957,-62.67806035099994
4803,Cementerio de Dos de Mayo,-27.034844885999973,-54.684549224999955
4804,Cementerio de Dos Arroyos,-27.68156589499995,-55.28511314699995
4805,Cementerio de General Alvear,-34.99991405099996,-67.70124809099997
4806,Cementerio de El Tala,-26.107713289999936,-65.27339007399996
4807,Cementerio de Colonia La Florida,-25.841651765999927,-60.71561075499994
4808,Cementerio de Carhué,-37.16904120899994,-62.782454935999965
4809,Cementerio de El Rodeo,-28.230493399999943,-65.87563504999997
4810,Cementerio de Campo Quijano,-24.915543182999954,-65.64843299799998
4811,Cementerio de Antofagasta de la Sierra,-26.058005820999938,-67.40274661999996
4812,Cementerio de El Jardín,-26.074527500999977,-65.38859663499994
4813,Cementerio de La Viña,-25.47043519999994,-65.55750555299994
4814,Cementerio de El Quebrachal,-25.345200503999934,-64.02369397799998
4815,Cementerio de Brea Pozo,-28.23881935099996,-63.93955947599994
4816,Cementerio de Los Ralos,-26.892573549999952,-64.97183714999994
4817,Cementerio de Chinchinales,-39.110103755999944,-66.93519054099994
4818,Cementerio de Cóndor Huasi,-27.49984731899997,-67.08155220199995
4819,Cementerio de Malligasta,-29.175518101999955,-67.42795286899997
4820,Cementerio de Aldea Santa María,-31.607340896999972,-60.011652578999986
4821,Cementerio de Ibicuy,-33.74042429999997,-59.16368449999993
4822,Cementerio de La Laguna,-32.80635763199996,-63.26692006099995
4823,Cementerio Comunal de Tres Lagos,-49.60076369899997,-71.44698681799997
4824,Cementerio de Colonia Alberdi,-27.361748449999936,-55.21899399999995
4825,Cementerio de Campo Gallo,-26.574673893999943,-62.85432957399996
4826,Cementerio de Maipú,-36.875112049999984,-57.89037459999997
4827,Cementerio de Los Altos,-28.04681935499997,-65.49328872599995
4828,Cementerio de Garza,-28.152198347999956,-63.544333533999975
4829,Cementerio de Laguna Brava,-27.492472634999956,-58.722203546999935
4830,Cementerio de la Divina Misericordia,-24.78122296899994,-65.32852440399995
4831,Cementerio de Ituzaingó,-27.599519999999927,-56.71583969999995
4832,Cementerio de Los Telares,-28.985662006999974,-63.45721495699996
4835,Cementerio de Milagro,-31.002376493999975,-65.98198734099998
4836,Cementerio de Leones,-32.67145560999995,-62.29118568299998
4837,Cementerio de Lomas de Vallejos,-27.740250766999964,-57.928558399999986
4838,Cementerio de Colana,-28.359898999999928,-66.15814134999994
4839,Cementerio de Mburucuyá,-28.050096825999958,-58.24050435999993
4840,Cementerio de Castelar,-31.665786799999978,-62.08537654999998
4841,Cementerio de Guavirarí,-29.376829176999934,-56.84010706299995
4842,Cementerio de Chañar Ladeado,-33.30011874999997,-62.01001784999994
4843,Cementerio de Cañada Rosquín,-32.03193980699996,-61.61424381299997
4844,Cementerio de Candelaria,-32.063828229999956,-65.83958426299995
4845,Cementerio de Las Cañas,-28.20025910199996,-65.20627329799999
4846,Cementerio de Manantiales,-28.142676792999964,-65.50035107899998
4847,Cementerio de Aliján,-28.18821664199993,-65.49093417699999
4848,Cementerio de Olta,-30.635650134999935,-66.26715846799993
4849,Cementerio de Camilo Aldao,-33.13392729999998,-62.106812299999945
4850,Cementerio de Amenábar,-34.133235052999964,-62.41611710199999
4851,Cementerio de Corralito,-32.01549769999997,-64.20311107899994
4852,Cementerio de Magdalena,-35.076839296999935,-57.52889873699996
4853,Cementerio de Cruz Alta,-32.99692309999995,-61.872122099999956
4854,Cementerio de General Levalle,-34.019909249999955,-63.93476191299993
4855,Cementerio de Colonia Hinojo,-36.88201811099998,-60.179680805999965
4856,Cementerio de Bañado de Ovanta,-28.101451533999978,-65.30215539799997
4857,Cementerio de Cintra,-32.31358835499998,-62.63036452099993
4858,Cementerio de Chilibroste,-32.34030125299995,-62.487413183999934
4859,Cementerio de Frías,-28.640732103999937,-65.09837375799998
4860,Cementerio de Luque,-31.638495156999966,-63.36479190299997
4861,Cementerio de General Cabrera,-32.81805887999997,-63.88516976699998
4862,Cementerio de Olaeta,-33.04678599199997,-63.91640000499996
4863,Cementerio de La Carlota,-33.41275275899994,-63.331269232999944
4864,Cementerio de Los Cisnes,-33.41081263799998,-63.46775387099996
4865,Cementerio de Lago Puelo,-42.066489918999935,-71.59539062599998
4866,Cementerio de General Roca,-32.73535222199996,-61.93069560599997
4867,Cementerio de Cayastá,-31.200520671999982,-60.174412959999984
4868,Cementerio de Del Campillo,-34.37571645299994,-64.51759647599994
4869,Cementerio de Alta Gracia,-31.659227414999975,-64.40649493499996
4870,Cementerio de Luján,-32.36485664999998,-65.95207514999998
4871,Cementerio de Colonia Barón,-36.14058682499996,-63.85406384199996
4872,Cementerio de Las Toscas,-28.348352794999983,-59.252130070999954
4873,Cementerio de Isleta,-28.49021104999997,-59.292677897999965
4874,Cementerio de Alpa Corral,-32.69766489999995,-64.71419179999998
4875,Cementerio de Las Peñas,-30.564094999999952,-63.98458984999996
4876,Cementerio de Cañada de Luque,-30.740981400999942,-63.702455974999964
4877,Cementerio de Medinas,-27.416707884999937,-65.53739106199998
4878,Cementerio de Chajarí,-30.745725594999954,-57.96758775799998
4879,Cementerio de Andresito,-25.67211296499994,-54.05777436999995
4880,Cementerio de Dusmenil,-31.327023896999947,-64.34420011899994
4881,Cementerio de Benavídez,-34.42561830699998,-58.70551735699996
4882,Cementerio de Nono,-31.80221119299995,-65.00926741499995
4883,Cementerio de Colonia Caroya,-31.01544234299996,-64.04442104599997
4884,Cementerio de Guaymallén,-32.89878148299994,-68.76294548999994
4885,Cementerio de Marcos Juárez,-32.70580107199993,-62.101475705999974
4886,Cementerio de La Escondida,-27.08463773699998,-59.45492640699996
4887,Cementerio de Ingeniero Jacobacci,-41.33063026199994,-69.53118609499995
4888,Cementerio de Cachi,-25.113056014999927,-66.15913090999999
4889,Cementerio de Coronel Arnold,-33.09974506399993,-60.95847232799997
4890,Cementerio de Beazley,-33.74562064999998,-66.62788909999995
4891,Cementerio de La Gallareta,-29.576823908999984,-60.380696145999934
4892,Cementerio de La Candelaria,-31.09668970399997,-64.85755714999993
4893,Cementerio de Gobernador Crespo,-30.339003699999978,-60.39964380199996
4894,Cementerio de Batavia,-34.77351469699994,-65.66834728299995
4895,Cementerio de La Plata,-34.95760656999994,-57.95368832699995
4896,Cementerio de La Bajada,-28.325445171999945,-65.62189097199996
4897,Cementerio de Maquinchao,-41.25184269999994,-68.69136339999994
4898,Cementerio de Los Menucos,-40.82760110799995,-68.08724097699996
4899,Cementerio de Goyena,-37.73137595399993,-62.61930121499995
4900,Cementerio de Los Ángeles,-28.51053783699996,-65.95196622899994
4901,Cementerio de Los Zorros,-32.04276523799996,-63.19737685299998
4902,Cementerio de Bulnes,-33.529029169999944,-64.68471268599995
4903,Cementerio de Colonia Aurora,-27.473697536999964,-54.516067506999946
4904,Cementerio de Desaguadero,-33.39866328099998,-67.16610473799994
4905,Cementerio de Las Vertientes,-33.276466149999976,-64.56534024999996
4906,Cementerio de Arroyo Barú,-31.86064776799998,-58.44945289799995
4907,Cementerio de Los Sauces,-30.727702747999956,-64.69019519899996
4908,Cementerio de Gan Gan,-42.52960078799998,-68.28458373199999
4909,Cementerio de Acebal,-33.26421546699993,-60.86695024699998
4910,Cementerio de Chusquis,-28.88143514999996,-66.96823864999993
4911,Cementerio de Aminga,-28.848159049999936,-66.92207584999994
4912,Cementerio de Molinos,-25.444484389999957,-66.29383912099996
4913,Cementerio de Gobernador Roca,-27.17891101899994,-55.47129669199995
4914,Cementerio de Monte Ralo,-31.91313759999997,-64.24943264999996
4915,Cementerio de General Güemes,-24.67047540599998,-65.03673646699997
4916,Cementerio de General Enrique Mosconi,-22.604128610999965,-63.80596540999994
4917,Cementerio de Cañada Ombú,-28.303573520999976,-59.98567530099996
4918,Cementerio de Coronel Moldes,-25.27104563299997,-65.48781074199997
4919,Cementerio de Cortaderas,-32.510493588999964,-64.99417120699997
4920,Cementerio de El Colorado,-26.32122863999996,-59.364176673999964
4921,Cementerio de Monje,-32.36183333699995,-60.95799348799994
4922,Cementerio de Los Pirpintos,-26.131500393999943,-62.07081932099999
4923,Cementerio de Lugones,-28.340066778999983,-63.35054092499996
4924,Cementerio de Herrera,-28.489329013999964,-63.07714122999994
4925,Cementerio de Colonia Dora,-28.608651409999936,-62.96517621199996
4926,Cementerio de Buena Esperanza,-26.20275730999998,-64.23587988899993
4927,Cementerio de Capitán Bernardo O´Higgins,-33.23143165799996,-62.26554065799996
4928,Cementerio de Lules,-26.93430060199995,-65.31588920199994
4929,Cementerio de Conscripto Bernardi,-31.03735378799996,-59.08845711799995
4930,Cementerio de Arias,-33.64785309299998,-62.41096587199996
4931,Cementerio de Miramar,-30.93461674499997,-62.67350053299998
4932,Cementerio de Carrilobo,-31.888380048999977,-63.09509868199996
4933,Cementerio de Benjamín Gould,-33.59310336499993,-62.75070568399997
4934,Cementerio de Achiras,-33.18063095799994,-64.99392567899997
4935,Cementerio de Mattaldi,-34.485632205999934,-64.15208552399997
4936,Cementerio de Federal,-30.94802988999993,-58.79978210899998
4937,Cementerio de Guardia Mitre,-40.42322331899993,-63.66281554999995
4938,Cementerio de Italó,-34.81513693499994,-63.77530195999998
4939,Cementerio de Nicolás Bruzzone,-34.44650948299994,-64.32586293699995
4940,Cementerio de Cushamen Centro,-42.168776503999936,-70.66979209699997
4941,Cementerio de Metán,-25.50072953299997,-64.95155841899998
4942,Cementerio de Inriville,-32.95254924999995,-62.17633909999995
4943,Cementerio de Justo Daract,-33.87928999999997,-65.17104119999993
4944,Cementerio de Apóstoles,-27.879796793999958,-55.76283064399996
4945,Cementerio de Casilda,-33.06191209199994,-61.192695715999946
4946,Cementerio de Elisa,-30.708234792999974,-61.04193017199998
4947,Cementerio de La Población,-32.068890299999964,-65.03986544999998
4948,Cementerio de López,-31.89157012499993,-61.283141101999945
4949,Cementerio de Eusebio y Carolina,-30.93377159199997,-61.87007565399995
4950,Cementerio de Corpus,-27.12629226599995,-55.49747406499995
4951,Cementerio de El Durazno,-27.262078646999953,-67.04662188999998
4952,Cementerio de Jacipunco,-27.250086221999936,-67.01880787999994
4953,Cementerio de Las Catitas,-33.299274999999966,-68.06086609999994
4954,Cementerio de María Teresa,-34.014127042999974,-61.89566620299996
4955,Cementerio de Lucas González,-32.38033269999994,-59.557202366999945
4956,Cementerio de Aldea María Luisa,-31.890320432999943,-60.40643548099996
4957,Cementerio de Charbonier,-30.77982755299996,-64.55202912199996
4958,Cementerio de Huanqueros,-30.015946520999933,-61.22622774599995
4959,Cementerio de Mayor Villafañe,-26.20201951399997,-59.066703220999955
4960,Cementerio de Florentino Ameghino,-27.63671345299997,-55.08293894499997
